,Activity,Consumption,Group,Indnum,Quality_of_Life_Importance__1_10,Units,electric___off_peak_hours,electric___peak_hours,electric_water_heater___off_peak,electric_water_heater___peak_hou,gas,gas_water_heater,hybrid,jetfuel,natural_gas,solar_powered__water_heater
3398,Use of air conditioner,15.0,1.0,393.0,58.0,hours,,,,,,,,,,
3399,Use of air conditioner,31.0,1.0,394.0,49.0,count,,,1.0,,,,,,,
3400,Use of air conditioner,23.0,1.0,395.0,48.0,hours,,,,,,,,,,
3401,Use of air conditioner,16.0,1.0,396.0,54.0,count,,,,,,,,,,
3402,Use of air conditioner,24.0,1.0,397.0,45.0,hours,,,1.0,,,,,,,
3403,Use of air conditioner,32.0,1.0,398.0,41.0,count,,,,,1.0,,,,,
3404,Use of air conditioner,21.0,1.0,399.0,53.0,hours,,,,,,,,,,
3405,Use of air conditioner,22.0,1.0,400.0,50.0,count,,,1.0,,,,,,,
3406,Use of air conditioner,13.0,1.0,401.0,50.0,hours,,1.0,1.0,,,,1.0,,,
3407,Use of air conditioner,23.0,1.0,402.0,44.0,count,,,,,,1.0,,,,
3408,Use of air conditioner,14.0,1.0,403.0,53.0,hours,,,,,,,,,,
3409,Use of air conditioner,29.0,1.0,404.0,51.0,count,,,,,,,,,,
3410,Use of air conditioner,24.0,1.0,405.0,58.0,hours,,,,,,,,,,
3411,Use of air conditioner,26.0,1.0,406.0,58.0,count,,,,,,,,,,
3412,Use of air conditioner,27.0,1.0,407.0,56.0,hours,,,,,,,,,,
3413,Use of air conditioner,14.0,1.0,408.0,56.0,count,,,,,,,,,,
3414,Use of air conditioner,12.0,1.0,409.0,49.0,hours,,,,,,,,,,
3415,Use of air conditioner,19.0,1.0,410.0,40.0,count,,,,,,,,,,
3416,Use of air conditioner,25.0,1.0,411.0,55.0,hours,,,1.0,,,,,,,
3417,Use of air conditioner,24.0,1.0,412.0,53.0,count,,,,,,,,,,
3418,Use of air conditioner,15.0,1.0,413.0,43.0,hours,,,1.0,,,,,,,
3419,Use of air conditioner,32.0,1.0,414.0,50.0,count,,,,1.0,,,,,,
3420,Use of air conditioner,14.0,1.0,415.0,50.0,hours,,,,,,,,,,
3421,Use of air conditioner,21.0,1.0,416.0,39.0,count,,,,,,,,,,
3422,Use of air conditioner,32.0,1.0,417.0,49.0,hours,,,,1.0,,,,,,
3423,Use of air conditioner,20.0,1.0,418.0,48.0,count,,,,,,,,,,
3424,Use of air conditioner,22.0,1.0,419.0,53.0,hours,,,,,,,,,,
3425,Use of air conditioner,28.0,1.0,420.0,45.0,count,,,1.0,,,,,,,
3426,Use of air conditioner,21.0,1.0,421.0,53.0,hours,,,,,,,,,,
3427,Use of air conditioner,29.0,1.0,422.0,51.0,count,,,,,,,,,,
3428,Use of air conditioner,30.0,1.0,423.0,43.0,hours,,,,1.0,,,,,,
3429,Use of air conditioner,20.0,1.0,424.0,58.0,count,,,1.0,,,,,,,
3430,Use of air conditioner,15.0,1.0,425.0,57.0,hours,,,,,,,,,,
3431,Use of air conditioner,31.0,1.0,426.0,54.0,count,,,,,,,,,,
3432,Use of air conditioner,14.0,1.0,427.0,44.0,hours,,,,1.0,,,,,,
3433,Use of air conditioner,25.0,1.0,428.0,47.0,count,,,1.0,,,,,,,
3434,Use of air conditioner,17.0,1.0,429.0,51.0,hours,,,1.0,,,,,,,
3435,Use of air conditioner,28.0,1.0,430.0,52.0,count,,,,,,,,,,
3436,Use of air conditioner,20.0,1.0,431.0,58.0,hours,,,,,,,,,,
3437,Use of air conditioner,25.0,1.0,432.0,41.0,count,,,,,,,,,,
3438,Use of air conditioner,24.0,1.0,433.0,48.0,hours,,,,,,,,,,
3439,Use of air conditioner,27.0,1.0,434.0,54.0,count,,,,,,,1.0,,,
3440,Use of air conditioner,30.0,1.0,435.0,55.0,hours,,,,,,,,,,
3441,Use of air conditioner,20.0,1.0,436.0,56.0,count,,,,,,1.0,,,,
3442,Use of air conditioner,31.0,1.0,437.0,49.0,hours,,,,,,,,,,
3443,Use of air conditioner,29.0,1.0,438.0,50.0,count,,,,,,,,,,
3444,Use of air conditioner,15.0,1.0,439.0,47.0,hours,,,,,,,,,,
3445,Use of air conditioner,15.0,1.0,440.0,44.0,count,,,,,,,,,,
3446,Use of air conditioner,12.0,1.0,441.0,50.0,hours,,,,,,,,,,
3447,Use of air conditioner,22.0,1.0,442.0,54.0,count,,,,,,,,,,
3448,Use of air conditioner,13.0,1.0,443.0,58.0,hours,,,,,,,,,,
3449,Use of air conditioner,28.0,1.0,444.0,46.0,count,,,,,1.0,,,,,
3450,Use of air conditioner,27.0,1.0,445.0,41.0,hours,,,,,,,,,,
3451,Use of air conditioner,16.0,1.0,446.0,38.0,count,,,,,,,,,,
3452,Use of air conditioner,17.0,1.0,447.0,54.0,hours,,,,1.0,,,,,,
3453,Use of air conditioner,21.0,1.0,448.0,44.0,count,,,,,,,,,,1.0
3454,Use of air conditioner,17.0,1.0,449.0,44.0,hours,,,1.0,,,,,,,
3455,Use of air conditioner,23.0,1.0,450.0,42.0,count,,,,1.0,,,1.0,,,1.0
3456,Use of air conditioner,23.0,1.0,451.0,49.0,hours,,,,,,,,,,
3457,Use of air conditioner,30.0,1.0,452.0,54.0,count,,,,,,,,,,
3458,Use of air conditioner,22.0,1.0,453.0,50.0,hours,,,,,,,,,,
3459,Use of air conditioner,21.0,1.0,454.0,49.0,count,,,,,,,,,,
3460,Use of air conditioner,29.0,1.0,455.0,46.0,hours,,,,,,,,,,
3461,Use of air conditioner,21.0,1.0,456.0,47.0,count,,,,,,,,,,
3462,Use of air conditioner,18.0,1.0,457.0,51.0,hours,,,1.0,,,,,,,
3463,Use of air conditioner,22.0,1.0,458.0,54.0,count,,,,1.0,,,,,,
3464,Use of air conditioner,16.0,1.0,459.0,56.0,hours,,,,,,,,,,
3465,Use of air conditioner,24.0,1.0,460.0,43.0,count,,,,,,,,,,
3466,Use of air conditioner,28.0,1.0,461.0,57.0,hours,,,,,,,,,,
3467,Use of air conditioner,28.0,1.0,462.0,43.0,count,,,1.0,,,,,,,
3468,Use of air conditioner,13.0,1.0,463.0,52.0,hours,,,,,,,,,,
3469,Use of air conditioner,25.0,1.0,464.0,41.0,count,,,,,1.0,,,,,
3470,Use of air conditioner,15.0,1.0,465.0,50.0,hours,,,,,,,,,,
3471,Use of air conditioner,14.0,1.0,466.0,39.0,count,,,,1.0,,,,,,
3472,Use of air conditioner,25.0,1.0,467.0,58.0,hours,,,,,,,,,,
3473,Use of air conditioner,14.0,1.0,468.0,42.0,count,,,,,,,,,,
3474,Use of air conditioner,13.0,1.0,469.0,58.0,hours,,,,,,,,,,
3475,Use of air conditioner,15.0,1.0,470.0,49.0,count,,,,,,,,,,
3476,Use of air conditioner,29.0,1.0,471.0,51.0,hours,,,,1.0,,,,,,
3477,Use of air conditioner,20.0,1.0,472.0,49.0,count,,,,1.0,,,,,,
3478,Use of air conditioner,21.0,1.0,473.0,39.0,hours,,,1.0,,,,,,,
3479,Use of air conditioner,30.0,1.0,474.0,51.0,count,,,1.0,,,1.0,,,,
3480,Use of air conditioner,19.0,1.0,475.0,54.0,hours,,,,1.0,,,1.0,,,
3481,Use of air conditioner,19.0,1.0,476.0,58.0,count,,,,,,,,,,
3482,Use of air conditioner,16.0,1.0,477.0,39.0,hours,,,,,,,,,,
3483,Use of air conditioner,18.0,1.0,478.0,38.0,count,,,,,,,,,,
3484,Use of air conditioner,15.0,1.0,479.0,41.0,hours,,,1.0,1.0,,,,,,
3485,Use of air conditioner,32.0,1.0,480.0,48.0,count,,,,,,,,,,
3486,Use of air conditioner,22.0,1.0,481.0,38.0,hours,,,,,,,,,,
3487,Use of air conditioner,22.0,1.0,482.0,46.0,count,,,,1.0,,,,,,
3488,Use of air conditioner,23.0,1.0,483.0,41.0,hours,,,,,,,,,,
3489,Use of air conditioner,30.0,1.0,484.0,42.0,count,,,,,,1.0,,,,
3490,Use of air conditioner,22.0,1.0,485.0,41.0,hours,,,,,,,,,,
3491,Use of air conditioner,15.0,1.0,486.0,57.0,count,,,,,,,,,,
3492,Use of air conditioner,22.0,1.0,487.0,48.0,hours,,,,,,,,,,
3493,Use of air conditioner,28.0,1.0,488.0,43.0,count,,,,,,,,,,
3494,Use of air conditioner,27.0,1.0,489.0,40.0,hours,,,,,,,,,,
3495,Use of air conditioner,19.0,1.0,490.0,56.0,count,,,1.0,,,,,,,
3496,Use of air conditioner,13.0,1.0,491.0,39.0,hours,,,,,,1.0,,,,
3497,Use of air conditioner,21.0,1.0,492.0,47.0,count,,,,,,,,,,
3498,Use of air conditioner,22.0,1.0,493.0,38.0,hours,,,,,,,,,,
3499,Use of air conditioner,21.0,1.0,494.0,57.0,count,,,,,,,,,,
3500,Use of air conditioner,27.0,1.0,495.0,46.0,hours,,,,,,,,,,
3501,Use of air conditioner,27.0,1.0,496.0,58.0,count,,,1.0,,,,,,,
3502,Use of air conditioner,21.0,1.0,497.0,44.0,hours,,,,,,,,,,
3503,Use of air conditioner,29.0,1.0,498.0,42.0,count,,,1.0,,,,,,,
3504,Use of air conditioner,22.0,1.0,499.0,51.0,hours,,,,,,,,,,
3505,Use of air conditioner,32.0,1.0,500.0,42.0,count,,,,1.0,,,,,,
3506,Use of air conditioner,26.0,1.0,501.0,46.0,hours,,,1.0,,,,,,,
3507,Use of air conditioner,30.0,1.0,502.0,47.0,count,,,,,,,1.0,,,
3508,Use of air conditioner,28.0,1.0,503.0,58.0,hours,,,,,,,,,,
3509,Use of air conditioner,12.0,1.0,504.0,38.0,count,,,,,,,,,,
3510,Use of air conditioner,17.0,1.0,505.0,40.0,hours,,,,,,,,,,
3511,Use of air conditioner,25.0,1.0,506.0,40.0,count,,,,,,,,,,
3512,Use of air conditioner,12.0,1.0,507.0,50.0,hours,,,,,,,,,,
3513,Use of air conditioner,30.0,1.0,508.0,58.0,count,,,,,,,,,,
3514,Use of air conditioner,27.0,1.0,509.0,44.0,hours,,,,,,,,,,
3515,Use of air conditioner,29.0,1.0,510.0,39.0,count,,,,,,,,,,
3516,Use of air conditioner,32.0,1.0,511.0,39.0,hours,,,,,,,,,,
3517,Use of air conditioner,29.0,1.0,512.0,39.0,count,,,,,,,,,,
3518,Use of air conditioner,21.0,1.0,513.0,50.0,hours,,,,,,,,,,
3519,Use of air conditioner,21.0,1.0,514.0,41.0,count,,,1.0,,,,,,,
3520,Use of air conditioner,17.0,1.0,515.0,43.0,hours,,,,,,,,,,
3521,Use of air conditioner,21.0,1.0,516.0,58.0,count,,,,,,1.0,,,,
3522,Use of air conditioner,27.0,1.0,517.0,44.0,hours,,,,,,,,,,
3523,Use of air conditioner,25.0,1.0,518.0,45.0,count,,,,,,,,,,
3524,Use of air conditioner,28.0,1.0,519.0,56.0,hours,,,,,,,,,,
3525,Use of air conditioner,13.0,1.0,520.0,52.0,count,,,,,,,,,,
3526,Use of air conditioner,30.0,1.0,521.0,40.0,hours,,,,,,,,,,1.0
3527,Use of air conditioner,24.0,1.0,522.0,57.0,count,,,,1.0,,,,,,
3528,Use of air conditioner,19.0,1.0,523.0,58.0,hours,,,,,,1.0,,,,
3529,Use of air conditioner,27.0,1.0,524.0,52.0,count,,,,,,,,,,
3530,Use of air conditioner,25.0,1.0,525.0,48.0,hours,,,,,,1.0,,,,
3531,Use of air conditioner,13.0,1.0,526.0,52.0,count,,,,,,,,,,1.0
3532,Use of air conditioner,26.0,1.0,527.0,48.0,hours,,,1.0,,,,,,,
3533,Use of air conditioner,15.0,1.0,528.0,55.0,count,,,,,,1.0,,,,
3534,Use of air conditioner,21.0,1.0,529.0,52.0,hours,,,,,,,,,,
3535,Use of air conditioner,14.0,1.0,530.0,40.0,count,,,,,,,,,,
3536,Use of air conditioner,20.0,1.0,531.0,52.0,hours,,,,,,,,,,
3537,Use of air conditioner,28.0,1.0,532.0,56.0,count,,,1.0,1.0,,,,,,
3538,Use of air conditioner,12.0,1.0,533.0,41.0,hours,,,1.0,,,,,,,
3539,Use of air conditioner,24.0,1.0,534.0,58.0,count,,,,1.0,,,,,,
3540,Use of air conditioner,23.0,1.0,535.0,46.0,hours,,,,,,,,,,
3541,Use of air conditioner,27.0,1.0,536.0,39.0,count,,,,,,,,,,1.0
3542,Use of air conditioner,21.0,1.0,537.0,39.0,hours,,,,,,,,,,
3543,Use of air conditioner,16.0,1.0,538.0,44.0,count,,,,,,,,,,
3544,Use of air conditioner,21.0,1.0,539.0,49.0,hours,,,,,,,,,,
3545,Use of air conditioner,27.0,1.0,540.0,41.0,count,,,,,,,,,,
3546,Use of air conditioner,26.0,1.0,541.0,49.0,hours,,,,,,,,,,
3547,Use of air conditioner,29.0,1.0,542.0,44.0,count,,,,1.0,,,,,,
3548,Use of air conditioner,27.0,1.0,543.0,53.0,hours,,,1.0,,,,,,,
3549,Use of air conditioner,25.0,1.0,544.0,49.0,count,,,,,,,,,,
3550,Use of air conditioner,31.0,1.0,545.0,51.0,hours,,,,,,,,,,1.0
3551,Use of air conditioner,27.0,1.0,546.0,56.0,count,,,,,,,,,,
3552,Use of air conditioner,15.0,1.0,547.0,52.0,hours,,,1.0,,,,,,,
3553,Use of air conditioner,13.0,1.0,548.0,39.0,count,,,,,,,,,,
3554,Use of air conditioner,20.0,1.0,549.0,57.0,hours,,,,,,,,,,
3555,Use of air conditioner,27.0,1.0,550.0,50.0,count,,,,,,,,,,
3556,Use of air conditioner,23.0,1.0,551.0,52.0,hours,,,,,,,,,,
3557,Use of air conditioner,31.0,1.0,552.0,53.0,count,,,,,,,,,,
3558,Use of air conditioner,27.0,1.0,553.0,54.0,hours,,,,,,,,,,
3559,Use of air conditioner,14.0,1.0,554.0,43.0,count,,,,,,,,,,
3560,Use of air conditioner,22.0,1.0,555.0,44.0,hours,,,,,,,,,,
3561,Use of air conditioner,30.0,1.0,556.0,50.0,count,,,,,,,,,,
3562,Use of air conditioner,20.0,1.0,557.0,50.0,hours,,,1.0,,,,,,,
3563,Use of air conditioner,30.0,1.0,558.0,42.0,count,,,,,,,,,,
3564,Use of air conditioner,14.0,1.0,559.0,54.0,hours,,,,,,,,,,
3565,Use of air conditioner,22.0,1.0,560.0,50.0,count,,,,,,,1.0,,,
3566,Use of air conditioner,30.0,1.0,561.0,49.0,hours,,,,,,,,,,
3567,Use of air conditioner,26.0,1.0,562.0,53.0,count,,,,,,,,,,
3568,Use of air conditioner,31.0,1.0,563.0,38.0,hours,,,,,,,,,,
3569,Use of air conditioner,19.0,1.0,564.0,58.0,count,,,,,,,,,,
3570,Use of air conditioner,14.0,1.0,565.0,49.0,hours,,,,,,,,,,
3571,Use of air conditioner,12.0,1.0,566.0,54.0,count,,,,,,1.0,,,,1.0
3572,Use of air conditioner,13.0,1.0,567.0,39.0,hours,,,,,,,,,,
3573,Use of air conditioner,25.0,1.0,568.0,58.0,count,,,1.0,1.0,,,,,,
3574,Use of air conditioner,18.0,1.0,569.0,55.0,hours,,,,,,,,,,
3575,Use of air conditioner,22.0,1.0,570.0,56.0,count,,,,,,,,,,
3576,Use of air conditioner,15.0,1.0,571.0,40.0,hours,,,,,,,,,,
3577,Use of air conditioner,23.0,1.0,572.0,45.0,count,,,1.0,,,,,,,
3578,Use of air conditioner,24.0,1.0,573.0,49.0,hours,,,,,1.0,,,,,
3579,Use of air conditioner,17.0,1.0,574.0,53.0,count,,,,,,,,,,
3580,Use of air conditioner,20.0,1.0,575.0,51.0,hours,,,,,,,,,,
3581,Use of air conditioner,14.0,1.0,576.0,45.0,count,,1.0,,,,,,,,
3582,Use of air conditioner,27.0,1.0,577.0,39.0,hours,,,1.0,,,,,,,
3583,Use of air conditioner,22.0,1.0,578.0,56.0,count,,,,,,,,,,
3584,Use of air conditioner,12.0,1.0,579.0,42.0,hours,,,,,,,,,,
3585,Use of air conditioner,23.0,1.0,580.0,56.0,count,,,,,,,,,,
3586,Use of air conditioner,20.0,1.0,581.0,38.0,hours,,,1.0,,1.0,,,,,
3587,Use of air conditioner,14.0,1.0,582.0,55.0,count,,,,,,,,,,
3588,Use of air conditioner,16.0,1.0,583.0,43.0,hours,,,1.0,,,,,,,
3589,Use of air conditioner,31.0,1.0,584.0,57.0,count,,,,,,,,,,
3590,Use of air conditioner,32.0,1.0,585.0,53.0,hours,,,,,,,,,,
3591,Use of air conditioner,32.0,1.0,586.0,39.0,count,,,,,,,,,,
3592,Use of air conditioner,25.0,1.0,587.0,57.0,hours,,,,,,,,,,
3593,Use of air conditioner,22.0,1.0,588.0,57.0,count,,,,,,,,,,
3594,Use of air conditioner,21.0,1.0,589.0,49.0,hours,,,,1.0,,,,,,
3595,Use of air conditioner,29.0,1.0,590.0,54.0,count,,,,,,,,,,
3596,Use of air conditioner,16.0,1.0,591.0,50.0,hours,,,,,,,,,,
3597,Use of air conditioner,18.0,1.0,592.0,39.0,count,,,,,,,,,,
3598,Use of air conditioner,13.0,1.0,593.0,45.0,hours,,,,1.0,,1.0,,,,
3599,Use of air conditioner,17.0,1.0,594.0,53.0,count,,,,,,1.0,,,,
3600,Use of air conditioner,16.0,1.0,595.0,43.0,hours,,,,,,,,,,
3601,Use of air conditioner,24.0,1.0,596.0,48.0,count,,,,1.0,,,,,,
3602,Use of air conditioner,30.0,1.0,597.0,51.0,hours,,,,,,,,,,
3603,Use of air conditioner,31.0,1.0,598.0,41.0,count,,,1.0,,,1.0,,,,
3604,Use of air conditioner,12.0,1.0,599.0,57.0,hours,,,,,,,,,,
3605,Use of air conditioner,25.0,1.0,600.0,55.0,count,,,,,,,,,,
3606,Use of air conditioner,13.0,1.0,601.0,58.0,hours,,,,,,,,,,1.0
3607,Use of air conditioner,24.0,1.0,602.0,45.0,count,,,1.0,,,,,,,
3608,Use of air conditioner,17.0,1.0,603.0,58.0,hours,,,,,,,,,,
3609,Use of air conditioner,27.0,1.0,604.0,54.0,count,,,,,,,,,,
3610,Use of air conditioner,16.0,1.0,605.0,56.0,hours,,,,,,,,,,1.0
3611,Use of air conditioner,28.0,1.0,606.0,46.0,count,,1.0,,,,,,,,
3612,Use of air conditioner,24.0,1.0,607.0,39.0,hours,,,,1.0,1.0,,,,,
3613,Use of air conditioner,17.0,1.0,608.0,54.0,count,,,1.0,,,1.0,,,,
3614,Use of air conditioner,21.0,1.0,609.0,46.0,hours,,,,1.0,,,,,,
3615,Use of air conditioner,18.0,1.0,610.0,43.0,count,,,,,,,,,,
3616,Use of air conditioner,31.0,1.0,611.0,49.0,hours,,,,,,,,,,
3617,Use of air conditioner,23.0,1.0,612.0,55.0,count,,,,,,,,,,
3618,Use of air conditioner,29.0,1.0,613.0,58.0,hours,,,,,,,,,,
3619,Use of air conditioner,28.0,1.0,614.0,47.0,count,,,,,,,,,,
3620,Use of air conditioner,21.0,1.0,615.0,53.0,hours,,,,,,,,,,
3621,Use of air conditioner,14.0,1.0,616.0,48.0,count,,,,,,,,,,1.0
3622,Use of air conditioner,13.0,1.0,617.0,49.0,hours,,,,,,,,,,
3623,Use of air conditioner,21.0,1.0,618.0,50.0,count,,,1.0,,,,,,,
3624,Use of air conditioner,24.0,1.0,619.0,38.0,hours,,,,,,,,,,
3625,Use of air conditioner,14.0,1.0,620.0,57.0,count,,,,,,,,,,
3626,Use of air conditioner,30.0,1.0,621.0,38.0,hours,,,,,,,,,,
3627,Use of air conditioner,27.0,1.0,622.0,58.0,count,,,1.0,,1.0,,,,,
3628,Use of air conditioner,13.0,1.0,623.0,42.0,hours,,,,,,,,,,
3629,Use of air conditioner,20.0,1.0,624.0,46.0,count,,,,1.0,,,,,,
3630,Use of air conditioner,17.0,1.0,625.0,50.0,hours,,,1.0,,,,,,,1.0
3631,Use of air conditioner,12.0,1.0,626.0,43.0,count,,,,,,,,,,
3632,Use of air conditioner,23.0,1.0,627.0,41.0,hours,,,1.0,,,,,,,
3633,Use of air conditioner,17.0,1.0,628.0,39.0,count,,,,,,1.0,,,,
3634,Use of air conditioner,23.0,1.0,629.0,55.0,hours,,,,,,,,,,
3635,Use of air conditioner,19.0,1.0,630.0,44.0,count,,,,,,,,,,
3636,Use of air conditioner,21.0,1.0,631.0,53.0,hours,,,,1.0,,,,,,
3637,Use of air conditioner,20.0,1.0,632.0,57.0,count,,,1.0,,,,,,,
3638,Use of air conditioner,28.0,1.0,633.0,42.0,hours,,,,,,,,,,
3639,Use of air conditioner,25.0,1.0,634.0,45.0,count,,,,,,,,,,
3640,Use of air conditioner,31.0,1.0,635.0,45.0,hours,,,,,,,,,,
3641,Use of air conditioner,27.0,1.0,636.0,42.0,count,,,,,,,,,,
3642,Use of air conditioner,30.0,1.0,637.0,46.0,hours,,,,,,1.0,,,,
3643,Use of air conditioner,23.0,1.0,638.0,56.0,count,,,,,,,,,,
3644,Use of air conditioner,24.0,1.0,639.0,42.0,hours,,,,,,,,,,
3645,Use of air conditioner,31.0,1.0,640.0,39.0,count,,,,,,,,,,
3646,Use of air conditioner,32.0,1.0,641.0,48.0,hours,,,,,,,,,,
3647,Use of air conditioner,16.0,1.0,642.0,51.0,count,,,,1.0,,,,,,
3648,Use of air conditioner,12.0,1.0,643.0,41.0,hours,,,,,,,,,,
3649,Use of air conditioner,27.0,1.0,644.0,58.0,count,,,,,,,,,,
3650,Use of air conditioner,16.0,1.0,645.0,56.0,hours,,,,,,,,,,1.0
3651,Use of air conditioner,16.0,1.0,646.0,50.0,count,,,,,,,,,,
3652,Use of air conditioner,23.0,1.0,647.0,46.0,hours,,,,1.0,,,,,,
3653,Use of air conditioner,29.0,1.0,648.0,40.0,count,,1.0,,,,,,,,
3654,Use of air conditioner,21.0,1.0,649.0,55.0,hours,,,,,,,,,,
3655,Use of air conditioner,32.0,1.0,650.0,48.0,count,,,,,,,,,,
3656,Use of air conditioner,15.0,1.0,651.0,47.0,hours,,,1.0,1.0,,,,,,
3657,Use of air conditioner,20.0,1.0,652.0,38.0,count,,,1.0,,,,,,,
3658,Use of air conditioner,16.0,1.0,653.0,51.0,hours,,,,,,,1.0,,,
3659,Use of air conditioner,14.0,1.0,654.0,56.0,count,,,,,,,,,,
3660,Use of air conditioner,28.0,1.0,655.0,40.0,hours,,,,,,,1.0,,,
3661,Use of air conditioner,14.0,1.0,656.0,39.0,count,,,,,,,,,,
3662,Use of air conditioner,19.0,1.0,657.0,48.0,hours,,,,,,,,,,
3663,Use of air conditioner,18.0,1.0,658.0,52.0,count,,,1.0,,,,,,,
3664,Use of air conditioner,14.0,1.0,659.0,49.0,hours,,,,,,,,,,
3665,Use of air conditioner,13.0,1.0,660.0,44.0,count,,,,,,,,,,
3666,Use of air conditioner,24.0,1.0,661.0,57.0,hours,,,,1.0,,,,,,
3667,Use of air conditioner,19.0,1.0,662.0,39.0,count,,,,,,,,,,
3668,Use of air conditioner,23.0,1.0,663.0,49.0,hours,,,,,,,,,,
3669,Use of air conditioner,28.0,1.0,664.0,57.0,count,,,,,,,,,,
3670,Use of air conditioner,16.0,1.0,665.0,56.0,hours,,,,,,,,,,
3671,Use of air conditioner,23.0,1.0,666.0,40.0,count,,,,1.0,,,,,,
3672,Use of air conditioner,14.0,1.0,667.0,39.0,hours,,,1.0,,,,,,,
3673,Use of air conditioner,16.0,1.0,668.0,38.0,count,,,1.0,,,,,,,
3674,Use of air conditioner,30.0,1.0,669.0,41.0,hours,,,,,,,,,,
3675,Use of air conditioner,30.0,1.0,670.0,54.0,count,,,,,,,,,,
3676,Use of air conditioner,13.0,1.0,671.0,56.0,hours,,,,1.0,,,,,,
3677,Use of air conditioner,25.0,1.0,672.0,57.0,count,,,,,,,,,,
3678,Use of air conditioner,29.0,1.0,673.0,47.0,hours,,,,,,,,,,
3679,Use of air conditioner,29.0,1.0,674.0,57.0,count,,,,,,,,,,
3680,Use of air conditioner,28.0,1.0,675.0,52.0,hours,,,,,,,,,,
3681,Use of air conditioner,32.0,1.0,676.0,57.0,count,,,,,,,,,,
3682,Use of air conditioner,27.0,1.0,677.0,52.0,hours,,,,,,,,,,
3683,Use of air conditioner,32.0,1.0,678.0,38.0,count,,,,,,,,,,
3684,Use of air conditioner,28.0,1.0,679.0,49.0,hours,,,,1.0,,,,,,
3685,Use of air conditioner,19.0,1.0,680.0,42.0,count,,,,,,,,,,
3686,Use of air conditioner,30.0,1.0,681.0,53.0,hours,,,,,,,,,,
3687,Use of air conditioner,12.0,1.0,682.0,41.0,count,,,,,,,,,,
3688,Use of air conditioner,32.0,1.0,683.0,43.0,hours,,,,,,,,,,
3689,Use of air conditioner,18.0,1.0,684.0,50.0,count,,,,,,,,,,
3690,Use of air conditioner,28.0,1.0,685.0,56.0,hours,,,,,,,,,,1.0
3691,Use of air conditioner,30.0,1.0,686.0,50.0,count,,,,,,,,,,
3692,Use of air conditioner,14.0,1.0,687.0,44.0,hours,,,,1.0,,,,,,
3693,Use of air conditioner,12.0,1.0,688.0,58.0,count,,,1.0,,,,,,,
3694,Use of air conditioner,28.0,1.0,689.0,46.0,hours,,,,,,1.0,,,,
3695,Use of air conditioner,30.0,1.0,690.0,58.0,count,,,1.0,,,,,,,
3696,Use of air conditioner,22.0,1.0,691.0,42.0,hours,,,,1.0,,,,,,
3697,Use of air conditioner,12.0,1.0,692.0,49.0,count,,,1.0,,,,,,,
3698,Use of air conditioner,24.0,1.0,693.0,40.0,hours,,,,,,,,,,
3699,Use of air conditioner,26.0,1.0,694.0,51.0,count,,,,1.0,,,,,,
3700,Use of air conditioner,27.0,1.0,695.0,44.0,hours,,,,,,,,,,
3701,Use of air conditioner,30.0,1.0,696.0,48.0,count,,,,,,,,,,
3702,Use of air conditioner,21.0,1.0,697.0,56.0,hours,,,,,,,,,,
3703,Use of air conditioner,15.0,1.0,698.0,54.0,count,,,,,,,,,,
3704,Use of air conditioner,26.0,1.0,699.0,52.0,hours,,,,,,,,,,
3705,Use of air conditioner,31.0,1.0,700.0,45.0,count,,,,,,,,,,
3706,Use of air conditioner,17.0,1.0,701.0,40.0,hours,,,1.0,,,,,,,
3707,Use of air conditioner,25.0,1.0,702.0,43.0,count,,,,,,,,,,
3708,Use of air conditioner,29.0,1.0,703.0,43.0,hours,,,1.0,1.0,,,,,,
3709,Use of air conditioner,23.0,1.0,704.0,55.0,count,,,,,,,,,,
3710,Use of air conditioner,12.0,1.0,705.0,54.0,hours,,,,,,,,,,
3711,Use of air conditioner,19.0,1.0,706.0,45.0,count,,,,,,,,,,
3712,Use of air conditioner,13.0,1.0,707.0,51.0,hours,,,,,,,,,,
3713,Use of air conditioner,22.0,1.0,708.0,43.0,count,,,,,,,,,,1.0
3714,Use of air conditioner,13.0,1.0,709.0,47.0,hours,,,,,,,,,,
3715,Use of air conditioner,17.0,1.0,710.0,48.0,count,,,,,,,,,,
3716,Use of air conditioner,23.0,1.0,711.0,38.0,hours,,1.0,,1.0,,1.0,,,,
3717,Use of air conditioner,26.0,1.0,712.0,55.0,count,,,,,,,,,,
3718,Use of air conditioner,17.0,1.0,713.0,45.0,hours,,,,,,,,,,1.0
3719,Use of air conditioner,30.0,1.0,714.0,48.0,count,,,,,,,,,,
3720,Use of air conditioner,16.0,1.0,715.0,49.0,hours,,,1.0,,,,,,,1.0
3721,Use of air conditioner,29.0,1.0,716.0,46.0,count,,1.0,,,,,,,,
3722,Use of air conditioner,25.0,1.0,717.0,45.0,hours,,,,,,,,,,
3723,Use of air conditioner,31.0,1.0,718.0,55.0,count,,,,,,,,,,
3724,Use of air conditioner,28.0,1.0,719.0,54.0,hours,,,,,,,,,,
3725,Use of air conditioner,25.0,1.0,720.0,53.0,count,,,,,,1.0,,,,1.0
3726,Use of air conditioner,25.0,1.0,721.0,45.0,hours,,,,,,,,,,
3727,Use of air conditioner,29.0,1.0,722.0,44.0,count,,,,,,,,,,1.0
3728,Use of air conditioner,28.0,1.0,723.0,49.0,hours,,,,,,1.0,,,,
